run_id,scenario_name,round_number,metric.communication_feature_presence,metric.communication_open_coding,metric.content_filter_refusal,metric.english_ngram_backoff_surprisal,metric.english_ngram_surprisal,metric.gzip_compression_ratio,metric.language_emergence,metric.language_strangeness,metric.mean_chars_per_message,metric.mean_chars_per_round,metric.mean_message_length,metric.mean_word_length,metric.message_entropy,metric.neologism,metric.perplexity,metric.postmortem_ended_timeout,metric.protocol_probe,metric.round_ended_idle,metric.round_ended_timeout,metric.round_success,metric.shorthand_codes,metric.slang_emergence
veyru/1780576077,veyru,3,,,,3.6687906717165575,3.7260762371945892,1.0653389554251622,,1.0,28.22222222222222,,,,3.9359658571487253,,6.0814870198567705,1.0,,,,0.0,1.0,
veyru/1780576077,veyru,4,,,,3.7411856468309295,3.337163883075858,1.0098710556243418,,1.0,47.5,,,,4.147334441790626,,6.434025128682454,,,,,0.0,1.0,
veyru/1780576077,veyru,5,,,,6.008335332989751,4.276821061905964,1.054054054054054,,1.0,37.0,,,,4.229327351940021,,5.050431728363037,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,6,,,,5.651881953507084,4.2596504373081,1.0555555555555556,,1.0,35.5,,,,3.8696069699784914,,5.528635501861572,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,7,,,,5.400834526116764,4.0693300707551225,1.0251322751322751,,1.0,34.5,,,,4.06664506598747,,6.397876262664795,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,8,,,,6.057800985541385,4.559003237263166,0.944390243902439,,1.0,33.0,,,,3.7887848790222782,,4.823833465576172,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,9,,,,4.554571608342437,3.760462537235087,1.0486111111111112,,1.0,42.0,,,,4.187803256903612,,6.461477279663086,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,10,,,,4.934032217733597,3.4572603819907872,1.0238095238095237,,1.0,48.0,,,,4.43776732131854,,5.868475914001465,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,11,,,,5.749133243898696,3.9115391002480595,1.0613553113553114,,1.0,33.5,,,,4.093065314755414,,5.628979444503784,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,12,,,,5.2637894772429465,3.900659281225818,1.032176373046917,,1.0,43.285714285714285,,,,4.107943554650456,,5.78070034299578,,,,,0.0,1.0,
veyru/1780576077,veyru,13,,,,5.383752402328557,3.938522633648148,1.0446265328874025,,1.0,49.666666666666664,,,,4.220146784496937,,5.028225739796956,,,1.0,,0.0,1.0,
veyru/1780576077,veyru,14,,,,4.633754963241768,3.5408067693057075,0.962510874293171,,1.0,66.75,,,,4.390155385549317,,5.837079286575317,,,,,0.0,1.0,
veyru/1780576077,veyru,15,,,,5.847484634249993,3.926702532586864,1.0606837606837607,,1.0,35.5,,,,3.8875483654884677,,4.83013129234314,,,1.0,,0.0,1.0,
veyru/1780576803,veyru,1,,,,2.4701228149832635,2.5417042769685256,0.8171418963854226,,1.0,120.33333333333333,,,,4.131741923173949,,5.741740544637044,,,,,0.0,,
veyru/1780576803,veyru,2,,,,3.6065562119976167,3.308765529290921,1.0184819597561143,,1.0,46.5,,,,4.019186117067711,,6.4738396008809405,,,,,0.0,1.0,
veyru/1780576803,veyru,3,,,,2.6275738478179997,2.7666375027219274,0.8981094002896328,,1.0,85.5,,,,4.121218369203624,,5.446449279785156,,,,,0.0,1.0,
veyru/1780576803,veyru,4,,,,2.9730868578676932,3.0413383688836397,1.0431376386170907,,1.0,51.333333333333336,,,,4.278840284985599,,6.856275717417399,,,1.0,,0.0,1.0,
veyru/1780576803,veyru,5,,,,2.9474700771188957,3.0739577422939686,1.0379661016949153,,,50.333333333333336,,,,4.197823147584478,,6.624242782592773,,,1.0,,0.0,,
veyru/1780576803,veyru,6,,,,2.9079160213044264,2.912146316496333,1.0071604938271606,,,51.333333333333336,,,,4.133163099833683,,6.220543384552002,,,1.0,,0.0,,
veyru/1780576803,veyru,7,,,,3.1254177792865185,3.113647307526287,1.0257793552203491,,1.0,47.666666666666664,,,,4.2033643820281545,,6.687175750732422,,,1.0,,0.0,,
veyru/1780576803,veyru,8,,,,2.9885771619294834,3.138863051224338,1.0,,1.0,71.5,,,,4.4208565738123475,,5.863056182861328,,,1.0,,0.0,1.0,
veyru/1780576803,veyru,9,,,,2.9806534750828204,3.128561062106941,0.9101123595505618,,,89.0,,,,4.376274510399643,,6.366781234741211,,,1.0,,0.0,1.0,
veyru/1780576803,veyru,10,,,,2.8270368068632497,2.912607353083572,0.9543414780125744,,1.0,75.5,,,,4.293878399984649,,6.80754542350769,,,,,0.0,1.0,
veyru/1780576803,veyru,11,,,,4.268739504731275,3.387790714770148,0.9849079025549613,,1.0,44.666666666666664,,,,3.8870393195620743,,5.2362955411275225,,,1.0,,0.0,1.0,
veyru/1780576803,veyru,12,,,,2.74070309513167,2.8836666289980775,0.8941176470588236,,,85.0,,,,4.327227414470271,,5.807793140411377,,,1.0,,0.0,,
veyru/1780576803,veyru,13,,,,4.090601235941953,3.2813225586841455,1.0798121676798147,,1.0,35.5,,,,3.7660550210911214,,5.515985310077667,,,,,0.0,1.0,
veyru/1780576803,veyru,14,,,,3.4411331273400276,3.1033742439029903,1.0311500683309784,,1.0,46.666666666666664,,,,3.9877695119621563,,5.706437985102336,1.0,,,,0.0,1.0,
veyru/1780576803,veyru,15,,,,3.1408197157619386,3.426590104214828,0.9861111111111112,,,72.0,,,,4.522715484095165,,6.046045303344727,,,,1.0,0.0,1.0,
veyru/1780578775,veyru,1,,,,2.5008147428007033,2.5534552627872715,0.8185496491693328,,1.0,113.6,,,,4.172096915723279,,5.451002979278565,,,,,0.0,,
veyru/1780578775,veyru,2,,,,2.4651257134133644,2.541222906503967,0.812595669994948,,1.0,114.8,,,,4.11380373805287,,5.299763870239258,,,,,0.0,,
veyru/1780578775,veyru,3,,,,2.3638808558965696,2.451026090874564,0.8471786434815137,,,119.0,,,,4.174714877494098,,5.564646601676941,,,,,0.0,,
veyru/1780578775,veyru,4,,,,2.6277267015222203,2.687077996247408,0.876643723578272,,1.0,87.33333333333333,,,,4.165382395047234,,5.564271608988444,,,1.0,,0.0,,
veyru/1780578775,veyru,5,,,,2.7881718872452264,2.801390804925138,0.9060709007655178,,1.0,81.33333333333333,,,,4.17495190887327,,6.765126625696818,,,,,0.0,,1.0
veyru/1780578775,veyru,6,,,,2.9210193156798243,2.891060147648618,0.9989905043661685,,1.0,54.55555555555556,,,,4.1506203089890015,,7.088228172726101,,,,,0.0,1.0,1.0
veyru/1780578775,veyru,7,,,,2.3498370850778416,2.440591736804192,0.8067204507619413,,1.0,115.4,,,,4.121426445375493,,5.3682990074157715,1.0,,,,0.0,1.0,
veyru/1780578775,veyru,8,,,,4.039447779604131,3.9563651989015596,1.3815594010509267,,1.0,25.363636363636363,,,,2.61058927582678,,6.4005725167014385,,,,1.0,0.0,1.0,
veyru/1780578775,veyru,9,,,,4.048626121421037,4.058655818689967,1.3149168976271872,,1.0,13.96551724137931,,,,2.8438986102507413,,6.161968905350258,,,,1.0,0.0,1.0,
veyru/1780578775,veyru,10,,,,5.260400393084613,3.838515373776251,1.1738095238095236,,1.0,28.5,,,,3.4855610591360366,,5.913878679275513,1.0,,1.0,,0.0,1.0,
veyru/1780578775,veyru,11,,,,3.377408471606649,3.0723724979237477,0.99,,1.0,44.0,,,,4.176297371495278,,6.741092562675476,1.0,,,1.0,0.0,1.0,
veyru/1780578775,veyru,12,,,,2.786267273356098,3.024210785846907,0.96,,,75.0,,,,4.2823195315707885,,6.148216724395752,1.0,,,1.0,0.0,,
veyru/1780578775,veyru,13,,,,2.730422819214117,2.9911088172915257,1.0452088452088453,,,46.0,,,,4.146307187441884,,6.214737415313721,1.0,,,1.0,0.0,,
veyru/1780578775,veyru,14,,,,3.8429878516746925,3.867188704912245,1.175,,1.0,26.333333333333332,,,,3.4320537936342337,,7.082069555918376,1.0,,,1.0,0.0,1.0,
veyru/1780578775,veyru,15,,,,3.739928880012931,3.9404013559123303,0.9912280701754386,,1.0,39.0,,,,3.887021413654961,,6.755807399749756,,,,1.0,0.0,1.0,
veyru/1780580283,veyru,1,,,,2.3566488659453357,2.4364323519507565,0.7739243631233923,,1.0,153.5,,,,4.198124775804593,,4.911580801010132,,,,,0.0,1.0,
veyru/1780580283,veyru,2,,,,3.0277676245556617,3.065402512581487,1.003243628682225,,,51.888888888888886,,,,4.094494651413087,,6.75948068830702,,,,,0.0,1.0,
veyru/1780580283,veyru,3,,,,4.806413771431518,4.003626694811993,1.0705128205128205,,,25.5,,,,3.5987870911054523,,5.614820241928101,,,1.0,,0.0,1.0,
veyru/1780580283,veyru,4,,,,2.7510315254128637,2.8077948130268173,0.9503305416548459,,1.0,61.375,,,,4.1219061307202605,,6.189276695251465,,,,,0.0,1.0,
veyru/1780580283,veyru,5,,,,3.2488917597366993,3.268628785062908,1.239169187554019,,,54.0,,,,3.6812650551812256,,6.526663099016462,,,1.0,,0.0,1.0,
veyru/1780580283,veyru,6,,,,3.3348295107120833,3.2117374265752376,1.3375030525030525,,,60.8,,,,3.3616471504028196,,6.261349320411682,1.0,,1.0,,0.0,1.0,
veyru/1780580283,veyru,7,,,,2.675219897617528,2.6282726347800485,0.8921082630632778,,1.0,92.8,,,,4.2152975506528625,,6.31340389251709,1.0,,,,0.0,1.0,1.0
veyru/1780580283,veyru,8,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,
veyru/1780580283,veyru,9,,,,2.6483200211996,2.7638963947887834,0.9019901159116847,,1.0,87.16666666666667,,,,4.299345610006356,,6.469493389129639,1.0,,,,0.0,1.0,
veyru/1780580283,veyru,10,,,,3.997164118752556,3.7838228684445596,1.210078029987255,,,34.833333333333336,,,,3.618391419741718,,6.369211483001709,1.0,,1.0,,0.0,1.0,
veyru/1780580283,veyru,11,,,,4.027391271701917,3.998322531068337,1.078878181394659,,1.0,29.454545454545453,,,,3.8556141143944243,,6.662270545959473,,,1.0,,0.0,1.0,
veyru/1780580283,veyru,12,,,,3.8038546531070665,3.662749207725625,1.0877420770810962,,1.0,32.42857142857143,,,,3.744120599089546,,6.500204290662493,,,1.0,,0.0,1.0,
veyru/1780580283,veyru,13,,,,3.895105313469187,3.1881127913578946,1.1556237879767293,,1.0,24.846153846153847,,,,3.5708645219562274,,6.389483668587425,,,1.0,,0.0,1.0,
veyru/1780580283,veyru,14,,,,3.848034657240737,3.1296863114916613,1.2270811602946359,,1.0,24.05,,,,3.312802651037038,,6.35052687327067,,,,,0.0,1.0,
veyru/1780580283,veyru,15,,,,3.806876760732345,3.531219106495864,1.0365520012578835,,1.0,40.57142857142857,,,,3.9460201550535676,,6.769299234662737,,,1.0,,0.0,1.0,
veyru/1780585532,veyru,1,,,,2.382468905467507,2.4281236870828273,0.7804858391758674,,,128.85714285714286,,,,4.111505331978869,,5.297640868595669,1.0,,,,0.0,1.0,
veyru/1780585532,veyru,2,,,,2.7254462920070295,2.8117737973755634,0.9128473042330721,,,72.33333333333333,,,,4.1225358191133665,,6.347118059794108,,,1.0,,0.0,1.0,
veyru/1780585532,veyru,3,,,,2.4329455937242086,2.5598852814754913,0.8219075495608859,,,111.75,,,,4.2060777970258805,,5.495542526245117,,,,,1.0,,
veyru/1780585532,veyru,4,,,,2.4152133177837265,2.496024941690239,0.815804833118953,,,102.25,,,,4.114884966218257,,5.0294575691223145,,,1.0,,0.0,,
veyru/1780585532,veyru,5,,,,2.4492604467079704,2.555954965777851,0.8095597735565583,,,121.25,,,,4.194111689915341,,5.964816331863403,,,,,1.0,,
veyru/1780585532,veyru,6,,,,2.345053504135096,2.376587441453818,0.7920792079207921,,,101.0,,,,4.2509859886401475,,5.59045934677124,1.0,,1.0,,0.0,,
veyru/1780585532,veyru,7,,,,2.341315838013356,2.375014054013097,0.7791450844306429,,,121.85714285714286,,,,4.133386276634279,,5.2639201028006415,,,,,0.0,1.0,
veyru/1780585532,veyru,8,,,,2.607607921454214,2.631926215353161,0.9265671028106595,,,72.9090909090909,,,,4.034358056728634,,6.0986574779857285,,,,,0.0,1.0,
veyru/1780585532,veyru,9,,,,2.7965702164930013,2.821220007061157,0.9879062454081861,,,66.07692307692308,,,,4.250541627458846,,7.366517213674692,,,,,0.0,1.0,
